Mol ID,Molecule Name,MW,AlogP,Hdon,Hacc,OB (%),Caco-2,BBB,DL,FASA-,HL
MOL001706,"2,6-dimethyl-3,7-octadiene-2,6-diol",170.28,1.33,2,2,52.40,0.47,0.51,0.03,0.33,6.57
MOL001738,MLI,104.07,-0.44,2,4,21.69,-0.23,-0.25,0.01,0.44,
MOL001949,panaxynol,244.41,5.68,1,1,42.44,1.52,1.03,0.10,0.32,7.14
MOL001965,Dauricine (8CI),624.84,7.22,1,8,23.65,0.90,0.03,0.37,0.22,
MOL002312,"[(3S,4R,5R)-5-[[(2R,3S,4S,5R,6S)-6-(2-acetyl-5-methoxyphenoxy)-3,4,5-trihydroxyoxan-2-yl]methoxy]-3,4-dihydroxyoxolan-3-yl]methyl 3,4,5-trihydroxybenzoate",612.59,-0.79,8,16,5.61,-2.17,-3.07,0.63,0.34,
MOL002323,L-Adenosine,267.28,-2.02,5,8,18.06,-1.42,-1.99,0.18,0.22,
MOL002377,Kaempferol-3-arabofuranoside,418.38,0.19,6,10,2.73,-1.08,-2.01,0.65,0.34,
MOL002669,Campesteryl ferulate,576.94,9.86,1,4,22.10,1.10,0.06,0.59,0.26,
MOL000269,Elemicin,208.28,2.79,0,3,21.94,1.41,1.28,0.06,0.20,
MOL003346,Psuedohypericin,520.46,3.80,7,9,16.94,-0.20,-1.61,0.07,0.34,
MOL003648,Inermin,284.28,2.44,1,5,65.83,0.91,0.36,0.54,0.30,11.73
MOL003845,Folinic acid,473.50,-0.04,8,14,23.60,-1.70,-2.58,0.74,0.34,
MOL003902,methyl (Z)-icos-11-enoate,324.61,8.00,0,2,29.49,1.41,1.11,0.23,0.16,
MOL004100,N-Salicylidene-salicylamine,227.28,2.90,2,3,95.46,1.12,0.48,0.11,0.00,3.84
MOL004174,epsilon-Cadinene,204.39,4.85,0,0,16.41,1.82,2.12,0.08,0.29,
MOL004237,δ-elemene,204.39,4.73,0,0,25.99,1.84,2.10,0.06,0.31,
MOL004275,"(1R,4E,7E,11R)-1,5,9,9-tetramethyl-12-oxabicyclo[9.1.0]dodeca-4,7-diene",220.39,3.80,0,1,23.66,1.58,1.77,0.10,0.29,
MOL004492,Chrysanthemaxanthin,584.96,8.24,2,3,38.72,0.51,-0.98,0.58,0.30,17.47
MOL005155,ginsenoside Ro_qt,455.77,5.74,1,3,17.62,0.38,0.05,0.76,0.04,
MOL005269,(+)-Maalioxide,222.41,3.47,0,1,55.93,1.59,1.93,0.13,0.22,16.64
MOL005270,n-Heptadecanol,256.53,6.90,1,1,12.97,1.31,0.98,0.09,0.15,
MOL005271,1-HEXADECYNE,222.46,7.86,0,0,3.94,1.89,1.87,0.06,0.23,
MOL005273,16-Oxoseratenediol,456.78,5.52,2,3,15.10,0.40,-0.25,0.75,0.24,
MOL005274,Neohexane,86.20,2.65,0,0,37.81,1.77,2.16,0.01,0.25,11.05
MOL005275,"2,3,4-Trimethyldecane",184.41,5.69,0,0,16.15,1.82,2.08,0.03,0.21,
MOL005276,"2,3,8-Trimethyldecane",184.41,5.69,0,0,5.51,1.79,1.95,0.03,0.22,
MOL005277,"2,6,10,15-tetramethylheptadecane",296.65,9.13,0,0,13.73,1.85,1.86,0.13,0.19,
MOL005278,2-METHYLTRIDECANE,198.44,6.55,0,0,5.75,1.81,1.90,0.04,0.18,
MOL005279,ginsenoside-Rh1,638.98,2.87,7,9,3.86,-1.17,-2.14,0.57,0.25,
MOL005280,ginsenoside-Rh1_qt,476.82,4.62,4,4,20.13,-0.02,-0.90,0.78,0.24,
MOL005281,20(S)-Ginsenoside-Rh1,638.98,2.87,7,9,3.94,-1.10,-2.04,0.57,0.25,
MOL005282,20(S)-Ginsenoside-Rh1_qt,476.82,4.62,4,4,20.13,0.17,-0.56,0.78,0.24,
MOL005283,20(S)-ginsenoside-Rg2,785.14,2.02,9,13,10.09,-1.94,-2.78,0.26,0.23,
MOL005284,"(3S,5R,6S,8R,9R,10R,12R,13R,14R,17S)-17-[(2S)-2-hydroxy-6-methylhept-5-en-2-yl]-4,4,8,10,14-pentamethyl-2,3,5,6,7,9,11,12,13,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthrene-3,6,12-triol",476.82,4.62,4,4,20.13,0.01,-0.82,0.78,0.25,
MOL005285,20(s)-protopanaxadiol,460.82,5.79,3,3,29.69,0.57,-0.07,0.77,0.23,
MOL005286,20(R)-ginsenoside Rg2,785.14,2.02,9,13,10.09,-1.96,-2.95,0.26,0.27,
MOL005287,20-(S)-Ginsenoside-Rg3,785.14,2.30,9,13,13.69,-1.65,-2.47,0.22,0.24,
MOL005288,20-(S)-Ginsenoside-Rg3_qt,460.82,5.79,3,3,29.69,0.55,-0.12,0.77,0.24,
MOL005289,"3,4-Dimethylheptane",128.29,4.07,0,0,46.67,1.78,2.05,0.01,0.24,11.02
MOL005290,"3,5-Dimethyl-p-anisic acid",180.22,2.39,1,3,61.11,0.75,0.56,0.05,0.34,2.11
MOL005291,3-O-beta-D-Glucuronopyranosyl gypsogenin,646.90,4.05,5,10,8.68,-0.78,-1.37,0.32,0.27,
MOL005292,3-O-beta-D-Glucuronopyranosyl gypsogenin_qt,470.76,5.59,2,4,23.72,0.22,-0.40,0.75,0.26,
MOL005293,3-Ethyl-3-methylheptane,142.32,4.48,0,0,37.33,1.81,2.16,0.02,0.23,10.45
MOL005294,3-methylheptane,114.26,3.82,0,0,37.10,1.80,2.18,0.01,0.22,10.55
MOL005295,3-methylundecane,170.38,5.64,0,0,6.57,1.79,1.96,0.02,0.19,
MOL005296,4-Methyldodecane,184.41,6.10,0,0,6.39,1.81,2.05,0.03,0.17,
MOL005297,5-Isobutylnonane,184.41,5.89,0,0,6.08,1.82,2.10,0.03,0.20,
MOL005298,5-heptadec-12-enylresorcinol,346.61,8.64,2,2,3.29,1.38,0.79,0.32,0.25,
MOL005299,5-methyl-tetradecane,212.47,7.01,0,0,16.15,1.83,2.02,0.05,0.18,
MOL005300,6'-Malonylginsenoside Rd1,"1,195.51",-1.03,15,26,6.70,-4.21,-5.39,0.03,0.29,
MOL005301,6'-Malonylginsenoside Rd1_qt1,460.82,5.79,3,3,29.69,0.56,-0.13,0.77,0.25,
MOL005302,7-(beta-Xylosyl)cephalomannine,962.15,1.97,6,18,27.33,-1.67,-2.25,0.17,0.32,
MOL005303,7-Tetradecyne,194.40,6.44,0,0,20.07,1.93,1.81,0.04,0.19,
MOL005304,7alpha-L-Rhamnosyl-6-methoxylutcolin,462.44,1.03,6,11,15.03,-0.69,-1.99,0.79,0.29,
MOL005305,Nepetin,316.28,2.05,4,7,26.75,0.37,-0.78,0.31,0.27,
MOL005306,Acetal,118.20,0.78,0,2,26.40,1.25,1.46,0.01,0.23,
MOL005307,Adenosine triphosphate,491.22,-4.30,8,16,8.23,-3.10,-3.75,0.58,0.38,
MOL005308,Aposiopolamine,271.34,1.39,1,4,66.65,0.66,0.40,0.22,0.35,3.54
MOL005309,Araloside A,927.21,1.74,10,18,16.96,-3.32,-3.74,0.06,0.26,
MOL005310,"(4aS,6aR,6aS,6bR,8aR,10S,12aR,14bR)-10-hydroxy-2,2,6a,6b,9,9,12a-heptamethyl-1,3,4,5,6,6a,7,8,8a,10,11,12,13,14b-tetradecahydropicene-4a-carboxylic acid",456.78,6.42,2,3,14.36,0.60,0.10,0.76,0.25,
MOL005311,Argininyl-fructosyl-glucose,498.56,-4.63,13,16,0.74,-3.12,-3.75,0.62,0.25,
MOL005312,Argininyl-fructosyl-glucose_qt,336.40,-2.88,10,11,11.25,-1.74,-2.30,0.22,0.25,
MOL005313,"5-[(3aS,6R,6aR)-2-keto-1,3,3a,4,6,6a-hexahydrothieno[3,4-d]imidazol-6-yl]valeric acid",244.35,0.65,3,5,75.75,-0.04,-0.28,0.10,0.32,3.72
MOL005314,Celabenzine,379.55,2.29,2,5,101.88,0.77,0.05,0.49,0.35,8.15
MOL005315,(R)-()-Citronellal,154.28,3.02,0,1,50.78,1.37,1.61,0.02,0.28,5.35
MOL005316,MAV,194.16,-2.31,5,7,56.17,-2.14,-4.77,0.06,0.34,11.27
MOL005317,Deoxyharringtonine,515.66,3.13,1,9,39.27,0.19,-0.25,0.81,0.23,7.90
MOL005318,Dianthramine,289.26,2.05,5,7,40.45,-0.23,-0.97,0.20,0.42,5.14
MOL005319,Ditertbutyl phthalate,278.38,3.40,0,4,43.67,1.13,1.13,0.13,0.33,-1.91
MOL005320,arachidonate,304.52,6.41,1,2,45.57,1.27,0.58,0.20,0.26,7.56
MOL005321,Frutinone A,264.24,2.70,0,4,65.90,0.89,0.46,0.34,0.47,19.10
MOL005322,Gamma-Selinene,204.39,4.95,0,0,22.58,1.84,2.11,0.08,0.26,
MOL005323,ginsenoside La,783.12,1.84,8,13,17.74,-1.90,-3.25,0.14,0.24,
MOL005324,ginsenoside La_qt,458.80,5.33,2,3,15.70,0.65,0.04,0.78,0.24,
MOL005325,ginsenoside Ro,957.24,1.23,11,19,1.98,-2.86,-3.92,0.05,0.26,
MOL005326,Ginsenoside-Ra0,"1,271.62",-2.94,18,28,7.30,-5.56,-6.76,0.01,0.22,
MOL005327,Gypnoside V_qt,460.82,5.79,3,3,29.69,0.30,-0.57,0.77,0.25,
MOL005328,Ginsenoside-Ra1,"1,211.56",-1.92,16,26,7.09,-4.51,-6.41,0.02,0.22,
MOL005329,Ginsenoside-Ra2,"1,211.56",-1.92,16,26,7.62,-4.43,-6.28,0.02,0.24,
MOL005330,Ginsenoside-Ra3,"1,241.59",-2.43,17,27,7.19,-4.67,-6.30,0.02,0.26,
MOL005331,ginsenoside Rb1,"1,109.46",-1.20,15,23,6.24,-3.99,-5.60,0.04,0.23,
MOL005332,"(3R,5R,8R,9R,10R,12R,13R,14R,17S)-17-[(2S)-2-hydroxy-6-methylhept-5-en-2-yl]-4,4,8,10,14-pentamethyl-2,3,5,6,7,9,11,12,13,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthrene-3,12-diol",460.82,5.79,3,3,29.69,0.35,-0.54,0.77,0.25,
MOL005333,ginsenoside-Rb2,"1,079.43",-0.69,14,22,6.02,-3.92,-5.43,0.04,0.26,
MOL005334,"(3S,5R,8R,9R,10R,12R,13R,14R,17S)-17-[(2S)-2-hydroxy-6-methylhept-5-en-2-yl]-4,4,8,10,14-pentamethyl-2,3,5,6,7,9,11,12,13,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthrene-3,12-diol",460.82,5.79,3,3,29.69,0.37,-0.52,0.77,0.24,
MOL005335,Gypenoside LXIX,"1,079.43",-0.69,14,22,7.73,-3.58,-5.38,0.04,0.24,
MOL005336,ginsenoside-Rc,"1,079.43",-0.69,14,22,8.16,-3.97,-5.69,0.04,0.25,
MOL005337,"(2S,3R,4S,5S,6R)-2-[(2S)-2-[(3S,5R,8R,9R,10R,12R,13R,14R,17S)-3-[(2R,3R,4S,5S,6R)-4,5-dihydroxy-6-(hydroxymethyl)-3-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyoxan-2-yl]oxy-12-hydroxy-4,4,8,10,14-pentamethyl-2,3,5,6,7,9,11,12,13,15,1",947.30,0.55,12,18,5.50,-3.17,-4.47,0.09,0.24,
MOL005338,Ginsenoside Re,947.30,0.27,12,18,4.27,-3.20,-4.39,0.12,0.25,
MOL011400,ginsenoside rf,801.14,1.13,10,14,17.74,-2.23,-3.35,0.24,0.27,
MOL005340,"(3S,5R,6S,8R,9R,10R,12R,13R,14R,17S)-17-[(2R)-2-hydroxy-6-methylhept-5-en-2-yl]-4,4,8,10,14-pentamethyl-2,3,5,6,7,9,11,12,13,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthrene-3,6,12-triol",476.82,4.62,4,4,20.13,0.21,-0.43,0.78,0.24,
MOL005341,Sanchinoside C1,801.14,1.13,10,14,10.04,-2.27,-3.50,0.28,0.24,
MOL005342,Ginsenoside-Rg3,785.14,2.30,9,13,17.75,-2.02,-2.75,0.22,0.25,
MOL005343,Ginsenoside-Rg3_qt,460.82,5.79,3,3,29.69,0.31,-0.58,0.77,0.26,
MOL005344,ginsenoside rh2,622.98,4.04,6,8,36.32,-0.51,-1.38,0.56,0.24,11.08
MOL005345,"(2R,3S,4S,5R,6R)-2-(hydroxymethyl)-6-[[(3S,5R,8R,9R,10R,12R,13R,14R,17S)-12-hydroxy-4,4,8,10,14-pentamethyl-17-[(2Z)-6-methylhepta-2,5-dien-2-yl]-2,3,5,6,7,9,11,12,13,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-3-yl]oxy]oxane-3,4,5-triol",604.96,5.01,5,7,12.09,-0.35,-1.11,0.59,0.25,
MOL005346,Ginsenoside-Rh3_qt,442.80,6.76,2,2,13.09,0.97,0.42,0.76,0.26,
MOL005347,Ginsenoside-Rh4,620.96,3.84,6,8,5.22,-0.73,-1.65,0.60,0.25,
MOL005348,Ginsenoside-Rh4_qt,458.80,5.59,3,3,31.11,0.50,-0.18,0.78,0.25,6.97
MOL005349,Ginsenoside-Rs1,"1,121.47",-0.31,13,23,6.27,-3.69,-5.37,0.04,0.24,
MOL005350,Ginsenoside-Rs2,"1,121.47",-0.31,13,23,8.14,-4.03,-5.58,0.04,0.24,
MOL005351,Ginsenoyne A,258.39,4.30,1,2,66.22,0.99,0.02,0.13,0.36,5.14
MOL005352,Ginsenoyne B,294.85,4.74,2,2,39.79,0.79,-0.10,0.13,0.42,5.82
MOL005353,Ginsenoyne C,276.41,3.53,3,3,43.38,0.15,-0.81,0.13,0.36,5.50
MOL005354,Ginsenoyne D,262.43,4.94,1,2,19.32,1.07,0.28,0.13,0.31,
MOL005355,Ginsenoyne E,258.39,4.93,0,2,36.53,1.05,0.46,0.13,0.37,6.72
MOL005356,Girinimbin,263.36,4.60,1,1,61.22,1.72,1.22,0.31,0.33,8.17
MOL005357,Gomisin B,514.62,2.73,1,9,31.99,0.60,0.18,0.83,0.19,7.81
MOL005358,L-erythro-isocitric acid,192.14,-1.34,4,7,32.95,-1.46,-1.71,0.04,0.41,11.65
MOL005359,D-erythro-Isocitric acid,192.14,-1.34,4,7,65.43,-1.67,-2.22,0.04,0.40,11.43
MOL005361,Malonylginsenoside Rc,"1,165.48",-0.52,14,25,7.84,-4.27,-5.65,0.03,0.25,
MOL005362,Malonylginsenoside Rc_qt1,460.82,5.79,3,3,29.69,0.45,-0.44,0.77,0.25,
MOL005363,Malonylginsenoside Rd,"1,033.35",0.71,12,21,8.84,-3.72,-4.76,0.07,0.28,
MOL005364,Malonylginsenoside Rd_qt,460.82,5.79,3,3,29.69,0.47,-0.23,0.77,0.26,
MOL005365,MAL,342.34,-4.26,8,11,1.80,-2.70,-6.56,0.24,0.21,
MOL005366,Malvic acid,280.50,6.44,1,2,30.99,1.22,0.81,0.15,0.21,3.74
MOL005367,GUP,180.18,-2.51,5,6,43.04,-1.82,-4.46,0.04,0.26,11.10
MOL005369,Mycosinol,214.23,1.46,1,3,82.12,0.87,-0.05,0.09,0.42,5.67
MOL005370,NN-Dimethyldecanamide,199.38,3.44,0,2,55.50,1.51,1.72,0.04,0.14,3.58
MOL005371,"Nonacosanediol-6,8",188.35,2.79,2,2,17.79,0.56,0.20,0.03,0.22,
MOL005372,notoginsenoside R2,771.11,1.64,9,13,17.74,-2.22,-3.12,0.28,0.25,
MOL005373,notoginsenoside R2_qt,476.82,4.62,4,4,20.13,0.20,-0.49,0.78,0.24,
MOL005374,Notoginsenoside R6,963.30,-0.62,13,19,4.70,-3.46,-4.39,0.12,0.24,
MOL005375,Stearyl acetate,312.60,7.74,0,2,16.27,1.39,1.06,0.19,0.15,
MOL005376,Panaxadiol,460.82,5.46,2,3,33.09,0.82,0.23,0.79,0.22,6.34
MOL007500,panaxatriol,476.82,4.29,3,4,15.42,0.52,-0.07,0.79,0.22,
MOL005378,Panaxytriol,278.43,3.92,3,3,33.76,0.06,-0.98,0.13,0.33,3.74
MOL005379,Pancratistatin,325.30,-1.94,6,9,13.13,-1.17,-1.79,0.46,0.32,
MOL005380,Pandamine,552.79,3.87,4,9,16.15,0.11,-0.34,0.79,0.35,
MOL005381,2-Formylpyrrole,95.11,0.97,1,1,41.58,1.12,1.44,0.01,0.14,4.34
MOL005382,Ramalic acid,346.36,3.77,3,7,6.00,0.35,-0.13,0.30,0.33,
MOL005383,Methylselenocysteine,182.10,-0.27,3,3,35.74,0.01,-0.13,0.01,0.43,11.69
MOL005384,suchilactone,368.41,3.73,0,6,57.52,0.82,0.28,0.56,0.28,9.03
MOL005385,Suffruticoside A_qt1,302.26,-0.93,6,9,13.90,-1.35,-2.10,0.20,0.35,
MOL006651,Trifolirhizin,446.44,0.54,4,10,7.62,-0.83,-1.58,0.79,0.28,
MOL005388,"Undecane, 3,6-dimethyl",184.41,5.89,0,0,12.85,1.79,2.03,0.03,0.21,
MOL005389,PANGAMIC ACID,436.62,1.11,5,10,10.08,-0.92,-0.96,0.32,0.31,
MOL005391,"(Z,Z)-alpha-farnesene",204.39,5.46,0,0,8.47,1.92,1.85,0.05,0.36,
MOL005392,alpha-Guttiferin,452.59,6.41,3,6,4.43,0.59,0.24,0.65,0.30,
MOL005394,"(Z)-2-methyl-5-[(1S,2R,4R)-2-methyl-3-methylene-2-norbornanyl]pent-2-en-1-ol",220.39,3.66,1,1,35.28,1.28,1.25,0.09,0.27,1.94
MOL005396,cis-Widdrol alpha-epoxide,238.41,2.60,1,2,69.04,1.07,1.00,0.15,0.22,6.86
MOL005397,Dammarane,414.84,9.53,0,0,19.73,1.81,1.81,0.70,0.22,
MOL005398,alexandrin,576.95,6.34,4,6,20.63,-0.10,-0.79,0.63,0.22,
MOL005399,alexandrin_qt,414.79,8.08,1,1,36.91,1.30,0.88,0.75,0.23,5.53
MOL005400,ginsenoside Rg5,767.12,3.31,8,12,6.15,-1.92,-2.83,0.23,0.26,
MOL005401,ginsenoside Rg5_qt,442.80,6.80,2,2,39.56,0.88,0.21,0.79,0.24,5.65
MOL005403,oleanane,412.82,8.66,0,0,6.69,1.83,1.92,0.76,0.22,
MOL005404,p-Glucosyloxymandelonitrile,298.37,-0.47,5,6,12.12,-0.92,-1.61,0.18,0.27,
MOL000968,beta-Bisabolene,204.39,5.33,0,0,29.59,1.88,2.13,0.06,0.29,
MOL001314,Azelex,188.25,1.87,2,4,16.90,-0.04,-0.72,0.04,0.26,
MOL000251,Rhamnocitrin,300.28,2.02,3,6,12.90,0.48,-0.38,0.27,0.32,
MOL002818,Piceol,136.16,1.30,1,2,36.80,0.87,0.72,0.03,0.44,25.06
MOL000339,Isoscopoletin,192.18,1.62,1,4,23.46,0.71,0.28,0.08,0.29,
MOL004734,Butal,72.12,0.94,0,1,68.66,1.18,1.55,0.00,0.27,11.61
MOL005109,Capillarin,198.23,3.00,0,2,87.01,1.36,0.99,0.08,0.46,4.25
MOL005573,Genkwanin,284.28,2.59,2,5,37.13,0.63,-0.24,0.24,0.32,16.10
MOL006589,Artepillin C,300.43,5.35,2,3,38.39,0.83,0.11,0.17,0.35,1.28
MOL007274,Skrofulein,314.31,2.57,2,6,30.35,0.72,-0.34,0.30,0.26,15.80
MOL007405,Cirsilineol,344.34,2.55,2,7,4.81,0.77,-0.37,0.37,0.19,
MOL008039,Isoarcapillin,360.34,2.29,3,8,57.40,0.40,-0.19,0.41,0.18,15.08
MOL008040,Eupalitin,330.31,2.01,3,7,46.11,0.62,-0.17,0.33,0.25,14.25
MOL008041,Eupatolitin,346.31,1.74,4,8,42.55,0.16,-0.50,0.37,0.29,14.31
MOL008042,"(2R,3R)-3,5-dihydroxy-2-(4-hydroxyphenyl)-7-methoxychroman-4-one",302.30,2.00,3,6,24.84,0.14,-0.34,0.26,0.34,
MOL008043,capillarisin,316.28,2.81,3,7,57.56,0.49,-0.40,0.31,0.28,16.09
MOL008044,7-Methylcapillarisin,330.31,3.06,2,7,5.08,0.51,-0.23,0.34,0.26,
MOL008045,4'-Methylcapillarisin,330.31,3.06,2,7,72.18,0.57,0.00,0.35,0.26,16.31
MOL008046,Demethoxycapillarisin,286.25,2.83,3,6,52.33,0.31,-0.31,0.25,0.36,16.67
MOL008047,Artepillin A,316.43,3.82,2,4,68.32,0.45,-0.15,0.24,0.29,5.96
MOL008048,(E)-3-[4-hydroxy-3-[(E)-4-hydroxy-3-methyl-but-2-enyl]-5-(3-methylbut-2-enyl)phenyl]acrylic acid,316.43,4.26,3,4,23.76,0.41,-0.48,0.19,0.35,
MOL008049,(E)-3-[4-hydroxy-3-[(Z)-4-hydroxy-3-methyl-but-2-enyl]-5-(3-methylbut-2-enyl)phenyl]acrylic acid,316.43,4.26,3,4,12.86,0.35,-0.54,0.19,0.35,
MOL008050,5-Hydroxyferulate,210.20,1.35,3,5,59.99,0.24,-0.19,0.07,0.34,-0.14
MOL008051,Neocapillene,154.22,3.95,0,0,24.45,2.09,1.59,0.03,0.48,
MOL008052,Capillene,154.22,3.95,0,0,47.19,2.11,1.54,0.03,0.50,7.66
MOL008053,"penta-1,3-diynylbenzene",140.19,3.50,0,0,15.35,2.07,1.54,0.03,0.56,
MOL008054,Capillanol,174.26,2.97,1,1,62.02,1.29,1.13,0.04,0.34,3.71
MOL008055,Norcapillene,140.19,4.00,0,0,38.06,2.03,1.73,0.03,0.57,7.58
MOL008056,Capillarol,260.31,3.17,1,4,37.41,0.54,0.06,0.12,0.33,18.39
MOL008057,Capillin,168.20,3.38,0,1,52.44,1.50,0.84,0.04,0.57,21.65
MOL008058,α-humulene,204.39,5.04,0,0,39.81,1.87,2.15,0.06,0.27,5.57
MOL001406,crocetin,328.44,4.58,2,4,35.30,0.54,-0.83,0.26,0.43,2.03
MOL001648,genipin,226.25,-0.50,2,5,26.06,-0.37,-0.98,0.10,0.24,
MOL001663,"(4aS,6aR,6aS,6bR,8aR,10R,12aR,14bS)-10-hydroxy-2,2,6a,6b,9,9,12a-heptamethyl-1,3,4,5,6,6a,7,8,8a,10,11,12,13,14b-tetradecahydropicene-4a-carboxylic acid",456.78,6.42,2,3,32.03,0.61,0.39,0.76,0.22,4.34
MOL004552,Isoimperatorin,266.36,4.35,0,2,15.73,1.70,1.15,0.22,0.38,
MOL004553,Gardenone,226.35,1.13,0,3,44.03,0.61,0.46,0.10,0.22,0.16
MOL004554,GARDENOSIDE,404.46,-1.68,5,10,10.55,-1.45,-1.86,0.49,0.23,
MOL004555,GARDENOSIDE_qt,242.30,0.07,2,5,52.77,-0.36,-0.91,0.12,0.25,1.70
MOL004556,crocin,977.08,-2.72,14,24,7.06,-4.64,-6.43,0.12,0.33,
MOL004557,geniposide,388.41,-2.25,5,10,14.64,-1.70,-2.61,0.44,0.27,
MOL004559,"(1S,4aS,5R,7S,7aS)-5,7-dihydroxy-7-methyl-1-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-4a,5,6,7a-tetrahydro-1H-cyclopenta[d]pyran-4-carboxylic acid",392.40,-3.51,7,11,2.20,-2.25,-2.97,0.44,0.28,
MOL004560,SHANZHISIDE_qt,230.24,-1.76,4,6,117.77,-1.02,-1.44,0.10,0.32,14.49
MOL004561,Sudan III,352.42,7.21,1,5,84.07,0.42,0.10,0.59,0.46,8.99
MOL000003,MTL,182.20,-2.94,6,6,17.73,-1.58,-4.07,0.03,0.18,
MOL000129,Acetate C-8,172.30,3.18,0,2,18.43,1.24,1.28,0.03,0.18,
MOL000365,syringaresinol,418.48,2.10,2,8,3.29,0.60,-0.03,0.72,0.15,
MOL000478,Eucarvone,150.24,2.07,0,1,53.14,1.35,1.65,0.03,0.00,11.45
MOL000514,Nonacosane,408.89,13.60,0,0,8.12,1.92,1.54,0.39,0.16,
MOL000896,13657-68-6,236.39,3.07,0,2,7.00,0.81,0.68,0.08,0.31,
MOL001400,"4,8,12,16-tetramethylheptadecan-4-olide",324.61,7.16,0,2,26.06,1.29,1.12,0.20,0.22,
MOL001652,"1H-2,6-dioxacyclopent(cd)inden-1-one, 4-((acetyloxy)methyl)-5-(beta-D-glucopyranosyloxy)-2a,4a,5,7b-tetrahydro-, (2aS-(2aalpha,5alpha,7balpha))-",414.40,-2.55,4,11,26.43,-1.60,-2.00,0.71,0.30,
MOL001653,asperuloside_qt,252.24,-0.80,1,6,6.86,-0.35,-0.76,0.17,0.32,
MOL001661,Scandoside methyl ester,404.41,-3.29,6,11,11.24,-2.27,-3.12,0.48,0.23,
MOL001662,scandoside_qt,242.25,-1.54,3,6,14.41,-1.19,-2.92,0.11,0.24,
MOL001666,Deacetyl asperulosidic acid methyl ester,404.41,-3.29,6,11,4.29,-2.36,-4.71,0.48,0.27,
MOL001667,deacetyl asperuloside acid_qt,242.25,-1.54,3,6,62.46,-0.78,-1.62,0.11,0.23,5.75
MOL001668,Geniposidic acid,374.38,-2.50,6,10,19.59,-2.15,-2.70,0.41,0.28,
MOL001669,geniposidie acid_qt,212.22,-0.76,3,5,30.96,-0.76,-1.37,0.09,0.31,7.49
MOL001745,Methyl vaccenate,296.55,7.09,0,2,31.90,1.43,1.16,0.17,0.18,5.46
MOL001878,"4,5-Di-O-caffeoylquinic acid",516.49,1.56,7,12,1.78,-1.24,-2.37,0.69,0.42,
MOL001942,isoimperatorin,270.30,3.65,0,4,45.46,0.97,0.66,0.23,0.27,-1.44
MOL002883,Ethyl oleate (NF),310.58,7.44,0,2,32.40,1.40,1.10,0.19,0.19,4.85
MOL003095,"5-hydroxy-7-methoxy-2-(3,4,5-trimethoxyphenyl)chromone",358.37,2.80,1,7,51.96,0.88,-0.21,0.41,0.17,15.98
MOL003304,Hentriacontan,436.95,14.51,0,0,8.07,1.88,1.80,0.51,0.15,
MOL003515,"(3S,4S,4aR,6aR,6bS,8aS,12aS,14aR,14bR)-3-hydroxy-4,6a,6b,11,11,14b-hexamethyl-1,2,3,4a,5,6,7,8,9,10,12,12a,14,14a-tetradecahydropicene-4,8a-dicarboxylic acid",486.76,5.54,3,5,27.21,-0.07,-0.68,0.72,0.28,
MOL003785,Benzyl acetate,150.19,1.61,0,2,20.79,1.24,1.46,0.03,0.35,
MOL004255,curdione,236.39,3.07,0,2,38.94,0.88,0.86,0.08,0.29,5.14
MOL005840,PANA,219.30,4.29,1,1,50.35,1.84,1.61,0.13,0.00,8.96
MOL006502,"3,5-Di-O-caffeoylquinic acid",516.49,1.56,7,12,1.79,-1.20,-2.39,0.68,0.40,
MOL007147,"methyl (1S,4aS,5R,7S,7aS)-5,7-dihydroxy-7-methyl-1-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-4a,5,6,7a-tetrahydro-1H-cyclopenta[d]pyran-4-carboxylate",406.43,-3.26,6,11,6.46,-2.41,-5.83,0.47,0.26,
MOL007148,shanzhiside methyl ester_qt,244.27,-1.51,3,6,109.77,-1.05,-3.18,0.12,0.26,7.74
MOL007244,"3,4-di-o-caffeoylquinic acid",516.49,1.56,7,12,1.76,-1.18,-1.55,0.70,0.36,
MOL007245,3-Methylkempferol,300.28,1.84,3,6,60.16,0.37,-0.49,0.26,0.36,16.36
MOL007994,ilexoside A_qt,472.78,5.39,3,4,22.43,0.12,-0.33,0.74,0.00,
MOL009038,GBGB,550.57,-4.00,8,15,45.58,-3.29,-5.43,0.83,0.26,10.25
MOL009547,desacetyl asperulosidic acid,390.38,-3.54,7,11,16.90,-2.15,-2.83,0.45,0.30,
MOL009548,desacetyl asperulosidic acid_qt,228.22,-1.79,4,6,32.49,-1.31,-1.85,0.10,0.33,7.50
MOL009859,2-Ethylhexenal,126.22,2.73,0,1,37.08,1.36,1.72,0.01,0.29,11.47
MOL010215,"2,6-DIMETHYLHEPTANE",128.29,4.07,0,0,16.95,1.77,2.01,0.01,0.22,
